0.0108854; 241783
0.0108854; 227866
0.0108854; 214751
0.0108854; 202390
0.0108854; 191370
0.0118311; 178288
0.0134073; 170535
0.0134073; 203727
0.0134073; 192001
0.0146683; 159664
0.0146683; 150474
0.0146683; 142280
0.0146683; 180950
0.0159293; 134977
0.0171903; 124924
0.0171903; 116769
0.0171903; 145599
0.0181360; 99530.4
0.0187034; 108250
0.0206579; 87101.9
0.0209732; 93032.4
0.0209732; 100023
0.0209732; 79691.0
0.0222342; 81549.5
0.0228647; 75849.8
0.0234951; 71248.9
0.0241256; 63178.9
0.0247561; 66051.3
0.0262693; 59132.0
0.0275933; 54476.3
0.0282238; 50336.2
0.0300522; 46833.4
0.0310610; 42204.4
0.0323220; 39775.2
0.0338352; 36511.0
0.0351592; 33819.7
0.0361049; 31069.8
0.0373659; 29475.0
0.0388791; 27414.9
0.0402031; 25582.9
0.0414641; 23814.5
0.0424098; 22204.8
0.0436708; 23638.6
0.0446795; 20666.4
0.0461927; 19400.1
0.0474537; 18103.7
0.0495553; 17231.1
0.0513742; 16167.1
0.0534884; 15130.6
0.0534884; 14397.0
0.0550196; 13593.4
0.0575415; 12811.0
0.0591177; 11954.9
0.0615766; 11200.2
0.0642667; 10513.9
0.0663683; 9884.31
0.0688903; 9269.47
0.0714123; 8714.38
0.0741864; 8180.40
0.0770866; 7972.93
0.0777171; 7613.66
0.0802391; 7240.71
0.0830132; 6888.30
0.0862287; 6641.03
0.0881202; 6320.93
0.0907472; 6126.22
0.0941098; 5840.54
0.0966318; 5586.55
0.100415; 5405.56
0.104198; 5161.98
0.107981; 4961.95
0.107981; 4753.99
0.111133; 4607.55
0.111764; 4769.67
0.115546; 4509.97
0.119329; 4342.35
0.123112; 4250.38
0.125634; 4126.24
0.129417; 4012.33
0.133200; 3940.31
0.136983; 3837.85
0.140766; 3738.05
0.144549; 3652.86
0.148332; 3581.39
0.152115; 3488.26
0.155898; 3453.96
0.159681; 3386.38
0.163464; 3331.07
0.167246; 3276.67
0.171029; 3212.56
0.174812; 3170.51
0.178911; 3118.73
0.182378; 3077.91
0.186161; 3037.63
0.190259; 2983.11
0.193412; 2953.78
0.197510; 2919.92
0.201293; 2891.22
0.205076; 2844.00
0.208859; 2806.78
0.212642; 2788.35
0.216425; 2742.81
0.220207; 2706.91
0.223990; 2689.14
0.227773; 2653.95
0.231556; 2627.85
0.235339; 2584.94
0.239122; 2576.44
0.242905; 2542.72
0.246688; 2517.72
0.250471; 2484.77
